ensgene,Hipposideros armiger,Rhinolophus affinis,Myotis laniger,Miniopterus fuliginosus,Taphozous melanopogon,Cynopterus sphinx,Rousettus leschenaultia,Eonycteris spelaea
ENSMLUG00000010980,0,21.64,9.75,7.3,27.15,0,8.62,14.13
ENSMLUG00000001455,4.9,7.81,17.35,20.37,16.7,15.76,13.96,8.5
ENSMLUG00000024151,50.07,12.2,26.3,28.55,67.12,83.92,42.75,47.29
ENSMLUG00000004432,0,0,20.04,18.45,20.75,0,0,0
ENSMLUG00000000900,0,0,4.4,0,17.28,17.25,41.02,35.68
ENSMLUG00000013446,127.9,92.49,212.33,143.96,182.34,186.24,161.01,125.1
ENSMLUG00000017261,84.74,85.42,127.81,157.98,167.04,123.45,102.18,112.84
ENSMLUG00000027582,9.08,0,37.92,52.9,39.22,0,24.92,25.82
ENSMLUG00000006183,55.87,83.04,41.48,45.39,60.1,101.37,80.55,56.29
ENSMLUG00000012559,32.05,36.72,98.16,118.17,40.89,29.59,34.08,23.78
ENSMLUG00000006712,139.53,144,117.67,99.21,118.07,129.73,183.45,102.26
ENSMLUG00000016377,0,0,0,15.24,32.42,41.52,19.67,22.19
ENSMLUG00000016735,0,0,11.99,5.71,0,4.29,0,0
ENSMLUG00000013454,16.32,13.47,9.64,7.31,7.88,14.01,6,6.69
ENSMLUG00000002191,41.01,27.87,28.64,31.13,57.76,32.66,35.67,40.86
ENSMLUG00000007918,0,0,0,0,0,60.81,0,2.57
ENSMLUG00000017117,63.14,70.17,75,50.78,88.49,90.94,54.94,153.42
ENSMLUG00000005320,33.18,7.47,10.24,6.46,23.18,0,12.49,30.55
ENSMLUG00000011536,0,7.03,8.75,12.53,24.67,0,0,0
ENSMLUG00000015655,95.05,59.23,46.46,29.16,123.36,38.1,59.69,0
ENSMLUG00000007405,5.8,2.61,4.12,3.27,6.75,6.08,10.92,4.27
ENSMLUG00000006606,61.39,15.54,26.45,17.48,42.25,26.75,16.97,26.78
ENSMLUG00000006234,0,0,4.94,7.8,14.79,30.18,9.89,19.56
ENSMLUG00000007676,92.5,43.31,41.68,63.08,100.45,96.85,49.9,102.07
ENSMLUG00000002284,0,0,0,3.4,0,0,0,0
ENSMLUG00000003789,0,0,0,0,0,9.9,0,0
ENSMLUG00000012204,0,16.1,27.01,12.1,13.58,23.1,14.61,6
ENSMLUG00000006168,0,0,25.27,15.12,23.3,35.61,20.87,0
ENSMLUG00000014343,83.78,81.61,66.17,0,0,36.7,156.1,292.75
ENSMLUG00000015293,8.66,0,6.14,7.33,0,18.43,23.59,13.93
ENSMLUG00000003768,16.14,10.92,46.49,30.26,75.1,0,0,0
ENSMLUG00000017334,53.25,49.45,43.66,51.43,69.16,69.24,90.29,39.52
ENSMLUG00000005279,6.95,0,0,0,0,0,0,0
ENSMLUG00000003184,10.31,8.59,10.08,8.64,19.19,50.02,17.32,0
ENSMLUG00000004451,14.42,29.33,10.06,8.49,17.56,0,0,7.47
ENSMLUG00000022283,0,9.94,10.06,5.19,0,0,0,0
ENSMLUG00000015242,0,0,29.31,26.62,0,0,0,76.29
ENSMLUG00000000701,20.02,6.89,14.81,9.67,20.19,12.56,6.76,9.32
ENSMLUG00000013227,0,6.69,16.61,4.36,26.37,0,0,0
ENSMLUG00000008238,23.53,7.71,16.29,43.25,17.82,23.53,11.5,22.07
ENSMLUG00000010530,9.39,0,1.98,3.67,4.56,0,0,0
ENSMLUG00000004429,41.07,18.38,28.92,28.27,76.1,85.08,64.43,48.83
ENSMLUG00000000044,9.28,5.62,9.6,6.37,11.76,3.51,6.91,6.27
ENSMLUG00000001167,0,0,5.67,7.75,29.99,0,17.39,9.75
ENSMLUG00000013369,13.49,11.69,6.06,6.49,9.71,19.89,33.24,31.72
ENSMLUG00000003097,0,0,5.43,0,0,0,0,0
ENSMLUG00000015688,0,0,6.6,6.3,0,0,0,0
ENSMLUG00000010814,9.75,5.63,7.02,5.4,9.2,17.57,0,0
ENSMLUG00000010026,0,6.25,0,0,0,0,0,0
ENSMLUG00000003661,0,0,8.6,0,0,0,0,8.64
ENSMLUG00000006396,32.18,10.45,32.37,35.2,24.66,78.12,31.54,17.08
ENSMLUG00000011723,39.3,0,0,18.77,0,0,20.44,7.9
ENSMLUG00000010453,12.89,5.11,11.62,14.91,19.09,28.9,28.56,14.08
ENSMLUG00000006784,0,0,15.64,0,0,0,0,0
ENSMLUG00000003308,49.84,74.09,64.23,58.6,58.48,44.27,68.37,40.96
ENSMLUG00000012761,28.77,11.01,22.75,23.6,34.34,29.68,28.31,73.65
ENSMLUG00000005649,0,13.74,13.65,12.88,20.88,0,13.88,9.5
ENSMLUG00000017131,32.27,13.84,53.86,28.08,38.41,32.92,17.53,11.19
ENSMLUG00000009118,15.92,15.81,17.35,13.2,22.51,73.05,31.08,25.04
ENSMLUG00000012107,53.97,15.93,23.99,9.9,28.36,23.05,46.88,46.05
ENSMLUG00000027951,206.16,124.43,217.69,126.46,175.27,121.57,122.16,20.75
ENSMLUG00000006778,0,5.31,0,0,0,0,0,2.82
ENSMLUG00000012847,0,0,6.49,8.89,0,0,0,8.65
ENSMLUG00000002663,16.34,0,3.2,0,0,0,0,0
ENSMLUG00000012550,97.08,46.75,55.14,27.47,63.38,47.69,59.21,35.71
ENSMLUG00000007345,270.09,493.44,348.07,114.28,286.04,185.69,278.34,177.16
ENSMLUG00000001916,43.66,25.51,52.97,68,64.02,57.65,35.41,43.69
ENSMLUG00000014593,23.53,6.38,6.61,7.87,13.15,17.78,17.11,12.16
ENSMLUG00000030222,0,0,6.25,7.84,0,0,0,0
ENSMLUG00000025217,91.13,139.91,320.48,104.1,72.49,63.82,57.93,44.52
ENSMLUG00000004366,60.41,43.73,65.21,45.06,35.47,73.43,63.41,44.47
ENSMLUG00000000362,27.58,14.94,6.59,0,0,0,0,0
ENSMLUG00000003694,15.94,7.8,8.53,6.96,19.54,651.77,11.05,8.05
ENSMLUG00000011512,0,8.12,0,0,0,12.5,26.4,0
ENSMLUG00000011529,235.19,283.7,495.74,116.63,156.94,650.6,637.36,751.12
ENSMLUG00000029374,25.14,24.05,27.4,17.37,26.46,35.28,24.44,15.62
ENSMLUG00000006142,0,0,2.6,4.54,10.02,5.06,0,11.46
ENSMLUG00000005214,29.67,6.33,9.11,8.94,0,0,35.86,21.96
ENSMLUG00000007182,70.19,115.24,497.59,172.46,123.57,170.63,202.34,151.03
ENSMLUG00000006510,0,0,0,8.21,0,0,0,0
ENSMLUG00000002449,201.86,70.28,109.64,116.89,259.69,0,99.86,205.75
ENSMLUG00000008944,0,0,6.1,11.72,0,0,39.16,12.14
ENSMLUG00000009685,53.47,47.61,77.36,34.49,106.59,192.15,97.98,47.08
ENSMLUG00000017622,70.3,25.67,68.09,29.96,0,27.85,40.81,30.24
ENSMLUG00000000455,26.64,17.88,35.7,8.5,74.55,10.16,36.97,28.87
ENSMLUG00000000993,94.33,69.33,75.25,44.86,54.94,84.68,80.62,62
ENSMLUG00000009718,0,3.63,0,4.06,0,0,0,12.61
ENSMLUG00000015423,30.67,13.31,6.58,11.5,43.51,49.87,79.32,27.9
ENSMLUG00000013095,0,20.83,0,0,63.33,0,36.54,29.63
ENSMLUG00000029771,0,35.16,7.43,7.56,0,0,20.79,21.7
ENSMLUG00000010340,112.22,86.79,84.71,61.94,51.42,41.39,66.76,31.12
ENSMLUG00000014837,90.23,135.34,111.91,83.39,85.38,78.7,112.61,77.96
ENSMLUG00000013216,21.81,12.19,9.19,8.52,15.4,39.09,20.34,18.54
ENSMLUG00000015285,188.52,154.87,132.39,86.79,218.72,281.08,200.54,139.37
ENSMLUG00000026216,14.73,7.66,3.63,3.94,14.33,18.3,17.7,6.37
ENSMLUG00000001895,36.66,17.55,11.46,7.29,21.31,0,31.97,44.58
ENSMLUG00000028617,76.85,123.29,94.59,92.54,100.1,80.85,147.07,141.34
ENSMLUG00000015012,38.68,16.55,13.77,13.13,15.2,16.01,19.65,17.74
ENSMLUG00000005581,0,7.33,10.76,19.15,5.13,18.06,2.63,0
ENSMLUG00000004372,19.22,0,7.36,8.52,15.97,0,42.37,0
ENSMLUG00000000340,0,10.3,21.22,4.22,47.11,0,0,7.18
ENSMLUG00000006295,11.89,6.98,8.02,7.26,225.35,31.06,15.82,8.91
ENSMLUG00000017614,52.66,0,34.18,28.5,35.92,58.09,65.22,53.69
ENSMLUG00000003852,31.2,36.69,27.29,23.06,62.31,22.6,28.98,34.95
ENSMLUG00000024299,14.54,18.29,10.64,21.41,16.05,0,0,0
ENSMLUG00000000519,21.07,26.01,31.53,36.11,15.57,12.47,11.2,11.01
ENSMLUG00000013115,0,12.02,18.73,8.13,0,0,0,0
ENSMLUG00000005227,82.96,226.17,61.26,181.46,74.17,129.07,119.61,96.42
ENSMLUG00000012218,24.3,14.2,6.12,6.96,21.07,35.51,18.73,15.47
ENSMLUG00000000593,41.07,6.87,0,0,0,0,0,0
ENSMLUG00000005712,3.23,0,0,0,0,0,0,0
ENSMLUG00000007035,106.17,69.1,35.97,27.41,53.46,87.66,40.39,59.02
ENSMLUG00000008871,12.05,8.28,12.24,24.74,28.71,0,3.91,4.11
ENSMLUG00000015168,15.05,12.55,14.18,13.98,11.92,15.3,12.93,17.58
ENSMLUG00000015265,38.41,73.36,29.26,18.1,125.14,47.66,48.24,37.24
ENSMLUG00000006190,0,0,5.42,5.66,0,0,0,0
ENSMLUG00000014574,63.52,67.23,48.07,25.01,52.35,20.97,33.55,52.69
ENSMLUG00000015643,93.35,15.71,16.29,16.63,14.08,22.5,24.47,10.14
ENSMLUG00000006920,0,18.9,17.38,12.92,0,23.78,0,0
ENSMLUG00000016875,0,0,10.08,7.22,0,11.8,0,5.99
ENSMLUG00000012639,7.41,13.33,35.2,24.78,25.89,9.68,4.51,4.07
ENSMLUG00000011606,16.74,19.07,19.27,12.02,35.04,89.82,49.67,54.77
ENSMLUG00000008032,6.64,0,7.18,4.21,29.33,11.37,0,0
ENSMLUG00000014657,28.61,11.85,12.06,8.44,29.4,19.27,7.64,8.18
ENSMLUG00000008331,91.07,19.39,25.31,26.71,78.58,41.19,42.77,8.58
ENSMLUG00000013784,28.92,0,0,0,0,0,19.71,14.01
ENSMLUG00000013065,205.81,179.31,139.16,68.41,161.77,140.74,161.2,139.06
ENSMLUG00000016849,35.78,50.11,47.39,48.47,60.02,110.66,57.62,73.32
ENSMLUG00000013904,59.98,34.78,12.01,9.22,0,40.85,43.36,31.66
ENSMLUG00000002513,0,67.6,0,0,0,0,28.56,0
ENSMLUG00000008247,41.88,35.22,41.53,32.21,82.92,42.75,37.71,59.4
ENSMLUG00000025281,0,0,0,0,0,13.99,0,0
ENSMLUG00000013003,30.28,25.73,17.45,17.13,68.36,46.61,21.17,54.07
ENSMLUG00000000257,10.4,16.78,21.71,14.35,28.93,13.55,6.54,8.44
ENSMLUG00000008614,0,0,4.77,8.3,10.36,12.3,8.69,7.89
ENSMLUG00000000395,77.43,50.1,105.48,12.76,56.27,45.63,102.41,51.69
ENSMLUG00000011457,20.17,30.87,17.95,22.33,38.56,44.19,40.94,17.53
ENSMLUG00000011522,37.08,10.94,28.57,14.99,63.66,14.84,49.76,15.38
ENSMLUG00000028297,25.56,23.5,67.66,0,27.93,18.2,50.05,53.79
ENSMLUG00000005139,0,0,0,0,8.39,0,0,0
ENSMLUG00000013623,24.14,24.66,42.93,36.77,27.94,38.69,13.58,8.12
ENSMLUG00000005736,0,0,0,0,6.53,14.99,0,0
ENSMLUG00000007042,62.72,51.71,76.29,51.24,48.73,65.57,92.16,97.23
ENSMLUG00000015634,9.37,5.52,7.11,8.42,12.91,9.43,6.54,7.03
ENSMLUG00000005183,140.97,131.14,125.74,114.43,181.39,155.61,117.12,103.22
ENSMLUG00000001326,0,0,0,0,0,49.7,0,0
ENSMLUG00000010089,70.02,57.55,41.96,12.39,68.98,43.65,63.34,56.19
ENSMLUG00000015096,0,0,1.68,1.88,0,0,11.67,0
ENSMLUG00000010871,48.89,29.21,0,0,64.36,0,39.08,56.98
ENSMLUG00000003230,21.72,8.03,4.87,7.61,18.61,0,26.16,13.86
ENSMLUG00000003848,22.9,7.43,4.92,9.79,9.93,5.19,10.31,6.5
ENSMLUG00000001497,0,0,0,0,0,5.25,0,8.45
ENSMLUG00000011006,95.58,58.09,71.8,65.42,89.04,68.03,51.65,36.8
ENSMLUG00000001747,59.2,18.18,24.41,21.11,52.26,22.15,48.96,11.91
ENSMLUG00000017298,20.33,16.28,11.51,10.21,25.74,19.77,14.67,8.97
ENSMLUG00000007701,13.28,15.83,10.25,11.81,9.3,16.94,15.16,13.06
ENSMLUG00000009589,0,13.95,8.21,0,77.56,60.55,0,7.12
ENSMLUG00000001445,69.74,30.04,64.34,38.72,62.8,49.2,53.12,38.51
ENSMLUG00000014460,28.92,0,32.85,31.9,48.66,63.31,33.19,32.68
ENSMLUG00000005772,0,7.83,8.8,0,12.03,0,0,8.21
ENSMLUG00000004635,16.23,11.39,11.66,15.95,0,18.43,16.34,13.67
ENSMLUG00000002083,0,17.45,14.5,12.91,20.09,0,11.05,19.3
ENSMLUG00000005382,39.02,12.27,20.92,12.37,16.02,24.13,56.36,0
ENSMLUG00000000941,82.39,38.23,49.86,32.57,22.99,44.6,32.13,20.96
ENSMLUG00000000982,17.69,25.21,10.23,10.8,9.07,7.4,11.66,3.33
ENSMLUG00000014407,34.28,22.81,24.16,31.81,35.31,32.87,29.66,33.53
ENSMLUG00000029116,18.86,12.06,7.44,10.64,38.44,26.22,13.04,9.81
ENSMLUG00000008880,81.03,52.3,44.59,49.27,47.44,41.83,33.48,31.11
ENSMLUG00000008887,0,0,2.54,0,0,0,0,0
ENSMLUG00000008848,6.86,11.07,3.73,3.43,21.7,4.95,9.29,8.94
ENSMLUG00000005452,65.27,69.11,81.77,55.86,55.7,53.84,83.16,20.4
ENSMLUG00000004180,22.58,13.89,35.23,26.85,13.3,14.77,11.44,7.8
ENSMLUG00000003091,25.4,39.3,27.89,21.42,34.45,17.21,15,15.59
ENSMLUG00000008503,15.76,14.72,10.59,14.54,17.71,12.17,21.53,25.93
ENSMLUG00000014272,10.72,0,6.79,7.49,0,0,3.98,0
ENSMLUG00000010833,65.05,69.74,37.06,36.16,59.64,46.84,52.89,57.16
ENSMLUG00000012632,21.97,32.66,37.64,37.02,39.5,25.68,18.51,28.12
ENSMLUG00000029889,0,0,4.36,0,0,0,0,0
ENSMLUG00000014410,7.7,3.81,8.18,11.54,12.98,15.89,8.46,6.53
ENSMLUG00000016274,0,16.53,8.08,0,0,0,0,2.62
ENSMLUG00000009053,189.77,314.87,175.75,201.08,135.7,127.92,81.43,61.88
ENSMLUG00000024776,7.91,17.68,16.24,12.24,19.86,56.34,0,44.02
ENSMLUG00000003835,19.07,0,6.03,7.46,0,28.9,0,16.34
ENSMLUG00000009661,17.79,23.04,5.99,5.57,59.58,35.97,34.97,11.51
ENSMLUG00000016259,318.52,327.74,26.99,29.08,66.54,150.19,106.52,152.62
ENSMLUG00000010397,0,0,6.81,14.03,0,0,0,0
ENSMLUG00000015752,0,0,0,0,0,0,4.24,0
ENSMLUG00000001180,0,0,9.29,7.03,15.52,0,0,5.86
ENSMLUG00000011866,104.2,105.1,93.74,63.78,85.13,55.02,61.8,54.76
ENSMLUG00000030087,11.34,8.71,12.31,9.3,13.14,8.65,11.76,21.84
ENSMLUG00000025720,0,0,0,0,0,1.06,0,0
ENSMLUG00000013644,45.07,0,553.73,37.59,0,0,44.63,0
ENSMLUG00000000778,4.08,8.38,0,4.84,18.45,12.6,12.01,7.24
ENSMLUG00000001140,52.15,25.78,36.05,24.06,43.05,28.8,37.77,20.66
ENSMLUG00000007964,0,0,0,0,0,0,41.23,0
ENSMLUG00000009648,15.41,8.3,27.18,17.16,34.27,13.99,9.91,6.45
ENSMLUG00000011147,37.68,23.49,40.47,54.93,85.87,39.61,50.1,32.4
ENSMLUG00000000572,7.21,8.47,10.5,5.56,0,6.52,10.54,5.94
ENSMLUG00000014419,69.17,35.04,36.69,15.15,49.5,25.25,23.81,44.56
ENSMLUG00000015888,28.6,17.16,9.05,7.71,42.64,46.5,31.92,16.75
ENSMLUG00000000561,80.8,14.44,4,4.25,54.37,16.29,30.66,28.77
ENSMLUG00000004954,38.38,19.97,34.28,23.38,58.81,27.39,51.07,37
ENSMLUG00000005855,0,7.64,11.9,11.27,12.66,9.74,0,11.64
ENSMLUG00000006392,15.05,9.83,9.22,6.57,0,0,21.07,11.7
ENSMLUG00000026243,0,8.01,9.61,4.78,18.64,14.24,11.54,6.53
ENSMLUG00000005708,105.4,54.25,60.13,23.96,140.76,33.89,45.27,62.88
ENSMLUG00000025847,18.11,16.78,25.43,24.51,29.76,48.22,28.52,17.29
ENSMLUG00000016029,15.76,11.44,4.51,0,0,0,16.49,9.12
ENSMLUG00000007988,21.61,13.63,9.59,5.8,0,0,9.45,11.06
ENSMLUG00000017079,0,0,0,0,0,31.22,0,0
ENSMLUG00000016917,0,95.81,0,0,0,35.94,0,0
ENSMLUG00000015930,6.03,6.74,2.89,4,13.3,12.85,10.38,14.87
ENSMLUG00000003208,0,31.95,6.16,2.92,0,23.61,0,19.04
ENSMLUG00000010268,0,6.06,5.56,0,0,0,0,11.38
ENSMLUG00000028055,0,0,0,4.76,5.87,0,0,0
ENSMLUG00000014598,80.79,11,63.49,48.2,44.16,11.36,16.9,24.96
ENSMLUG00000014692,17.54,21.43,21.66,25.11,18.45,25.59,22.05,21.82
ENSMLUG00000010722,0,0,0,0,7.83,0,0,0
ENSMLUG00000010801,89.33,247.3,17.8,72.51,72.51,64,58.89,21.5
ENSMLUG00000016416,45.24,38.85,12.08,7.25,21.23,8.31,21.27,19.01
ENSMLUG00000026945,2.59,4.82,0,11.79,0,0,0,0
ENSMLUG00000022791,0,0,1.64,3.41,0,0,0,6.89
ENSMLUG00000000346,166.65,834.93,1142.8,642.9,0,981.39,983.63,837.52
ENSMLUG00000014650,272.44,698.33,1865.94,1066.59,832.34,376.99,659.69,435.07
ENSMLUG00000025602,0,6.43,5.92,10.88,18.09,0,0,0
ENSMLUG00000012307,145.15,20.78,18.23,18.36,9.29,24.04,11.87,8.08
ENSMLUG00000029482,8.92,10.67,20.37,19.89,14.33,33.39,14.06,6.38
ENSMLUG00000013293,0,36.65,0,0,0,0,0,0
ENSMLUG00000007325,0,0,0,0,0,13.34,0,0
ENSMLUG00000001654,0,0,8.27,11.48,0,0,0,0
ENSMLUG00000013890,3.24,3.71,7.37,7.26,0,5.1,0,2.96
ENSMLUG00000010100,0,0,0,3.7,29.52,0,3.6,0
ENSMLUG00000003340,24.51,26.82,26.18,0,31.99,0,17.17,35.92
ENSMLUG00000013039,33.63,26.26,33.45,18.15,32.55,54.19,46.68,24.85
ENSMLUG00000003135,0,8.96,0,0,0,0,0,0
ENSMLUG00000008839,0,0,7.87,0,0,0,0,0
ENSMLUG00000012431,9.97,7.51,4.22,5.64,9.87,22.5,11.8,5.91
ENSMLUG00000025024,2.67,0,0,0,0,0,0,0
ENSMLUG00000006789,0,0,0,0,0,0,5.62,13.84
ENSMLUG00000006823,5.17,10.87,7.6,10.57,17.29,12.69,7.55,14.55
ENSMLUG00000009178,0,0,1.63,0,0,0,0,0
ENSMLUG00000009030,17.09,69.28,21.32,54.95,27.02,99.23,26.77,25.41
ENSMLUG00000001665,0,0,6.02,7.63,0,0,28.53,20.88
ENSMLUG00000002537,44.53,17.27,30.22,38.9,56.22,20.39,72.24,32.31
ENSMLUG00000008493,58.25,46.77,43.07,85.27,64.11,54.18,91.8,41.84
ENSMLUG00000009345,33.89,48.91,41.09,68.56,96.85,82.04,60.44,28.34
ENSMLUG00000014172,0,0,12.01,4.39,0,0,0,0
ENSMLUG00000014185,0,0,44.42,36.94,64.98,0,0,0
ENSMLUG00000008003,18.31,36.58,74.45,35.22,30.22,0,61.52,25.71
ENSMLUG00000016707,0,0,4.41,0,0,0,0,0
ENSMLUG00000007534,19.62,21.61,6.3,12.15,14.18,26.76,31.7,24.55
ENSMLUG00000003312,284.2,189.81,90.08,51.13,96.03,108.06,221.85,191.25
ENSMLUG00000006567,23.97,28.96,21.66,20.83,22.03,14.91,27.66,20.99
ENSMLUG00000004399,0,25.96,8.12,6.54,51.38,45.1,47.01,32.02
ENSMLUG00000011107,0,0,10.01,8.42,0,0,0,8.85
ENSMLUG00000024149,0,8.33,9.24,0,0,38.87,0,5.78
ENSMLUG00000011201,0,12.65,8.83,6.47,24.04,34.92,0,6.08
ENSMLUG00000007609,71.91,36.3,0,0,47.3,0,50.1,59.22
ENSMLUG00000008750,0,0,0,0,0,24.81,0,0
ENSMLUG00000012830,18.63,3.54,9.75,8.35,48.31,24.21,11.44,15.67
ENSMLUG00000013173,11.71,0,7.17,2.95,0,0,19.17,0
ENSMLUG00000026018,0,0,7.37,2.45,0,0,0,0
ENSMLUG00000006757,27.38,15.8,23.1,14.62,16.7,27.3,18.06,16.14
ENSMLUG00000017731,34.88,8.73,88.17,21.77,0,22.77,37.43,14.07
ENSMLUG00000001001,8.91,6.99,11.24,7.81,16.75,6.63,12.45,37.28
ENSMLUG00000029107,200.62,147.59,202.77,91.31,152.69,174.4,245.42,214.59
ENSMLUG00000002106,24.42,13.46,0,0,0,0,18.89,27.82
ENSMLUG00000022956,28.24,28.82,52.46,40.65,49.31,14.25,20.22,24.09
ENSMLUG00000023963,0,0,1.1,0,0,0,0,0
ENSMLUG00000016072,25.23,4.73,6.72,11.01,16.53,0,8.77,12.01
ENSMLUG00000003166,12.45,0,0,0,0,0,0,0
ENSMLUG00000008953,0,0,0,0,0,0,0,7.34
ENSMLUG00000015807,14.78,0,2.34,4.02,9.27,8.97,14.36,0
ENSMLUG00000016554,30.65,42.75,115.23,226.63,43.68,76.96,68.29,64.33
ENSMLUG00000016487,0,0,10.11,8.39,0,0,0,0
ENSMLUG00000014234,65.28,76.07,85.13,55.84,88.29,84.66,235.14,57.4
ENSMLUG00000000352,50.87,56.01,98.25,34.24,40.07,109.09,93.82,33.41
ENSMLUG00000001568,24.1,18.7,10.62,7.39,11.59,30.4,14.43,11.58
ENSMLUG00000015945,9.23,17.22,7.22,4.57,13.69,0,0,11.58
ENSMLUG00000001080,0,3.62,5.52,5.8,4.36,0,2.39,0
ENSMLUG00000003949,0,2.52,3.5,3.49,12.44,9.26,6.78,11.2
ENSMLUG00000000411,107.72,91.09,51.13,49.88,55.05,61.69,96.12,58.95
ENSMLUG00000012272,0,0,0,3.32,0,0,0,0
ENSMLUG00000001752,0,0,6.87,2.88,0,0,0,10.17
ENSMLUG00000000510,24.47,9.34,6.58,7.01,15.22,8.91,10.02,8.49
ENSMLUG00000029255,19.93,10.01,7.4,7.64,30.83,101.59,13.26,10.45
ENSMLUG00000011049,7.09,0,8.37,5.27,29.46,0,0,14.7
ENSMLUG00000003156,19.66,17.29,5.96,9.8,14.03,22.56,27.57,19.7
ENSMLUG00000004667,13.07,0,19.95,32.39,12.82,40.23,6.26,0
ENSMLUG00000007392,0,0,0,0,0,0,17.99,8.5
ENSMLUG00000012839,34.94,25.22,22.05,14.31,38.93,0,0,0
ENSMLUG00000000077,9.99,0,15.25,17.25,4.68,14.21,4.4,3.55
ENSMLUG00000024827,59.49,34.58,73.83,9.82,59.8,44.09,52.9,32.08
ENSMLUG00000008671,0,0,15,0,0,0,50.35,16.84
ENSMLUG00000003876,264.72,297.88,177.53,172.58,183.26,153.5,181.17,198.39
ENSMLUG00000003165,16.11,9.04,15.77,3.91,14.47,5,7.35,9.91
ENSMLUG00000026239,4.55,6.28,0.3,0,2.44,0,1.87,6.12
ENSMLUG00000010676,27.02,16.45,6.04,9.01,31.79,37.69,0,29.59
ENSMLUG00000000856,3.09,0,2.55,3.54,0,16.89,3.35,0
ENSMLUG00000002158,31.89,21.91,12.91,19.81,47.71,68.13,35.72,0
ENSMLUG00000015939,0,0,0,0,0,0,21.67,0
ENSMLUG00000013819,12.84,21.2,42.96,31.11,53.38,0,25.67,13.41
ENSMLUG00000012541,0,0,0,0,35.42,0,0,0
ENSMLUG00000011151,4.69,0,4.14,5.26,9.08,8.89,10.46,0
ENSMLUG00000002451,3.71,11.01,8.35,8.54,6.44,0,7.78,10.54
ENSMLUG00000001979,23.25,3.18,5.14,2.89,8.59,12.03,32.78,3.1
ENSMLUG00000006328,78.78,95.32,47.63,28.42,63.42,145.2,95.14,95.56
ENSMLUG00000013395,0,7.63,5.75,11.99,0,14.47,4.47,0
ENSMLUG00000001515,0,8.6,18.11,18.63,28.29,27.39,31.18,28.61
ENSMLUG00000026660,0,0,0.79,0,135.16,0,0,0
ENSMLUG00000002711,0,5.04,5.87,13.69,0,0,0,0
ENSMLUG00000003323,0,0,2.03,0,0,0,0,0
ENSMLUG00000009281,28.75,29.99,20.26,17.44,58.82,23.42,28.11,22.37
ENSMLUG00000006205,25.8,6.12,5.83,7.87,13.81,22.96,11.35,16.29
ENSMLUG00000009797,14.16,3.96,0,26.68,22.13,10.66,54.87,68.15
ENSMLUG00000014192,0,0,7.26,0,0,0,0,5
ENSMLUG00000005356,0,19.24,11.65,12.03,16.1,39.9,24.73,13.61
ENSMLUG00000009504,0,0,28.19,0,0,0,0,0
ENSMLUG00000001851,0,0,3.93,3.75,0,5.04,7,2.8
ENSMLUG00000003107,0,6.12,3.49,5.4,13.4,5.3,9.81,6.95
ENSMLUG00000010710,9.92,0,3.23,3.79,33.74,11.15,15.11,6.72
ENSMLUG00000025153,11.99,7.51,21.65,13.37,13.74,17.94,16.78,14.9
ENSMLUG00000028528,0,0,14.63,14.2,0,0,0,0
ENSMLUG00000017685,7.52,6.7,9.49,8.07,14.05,19.44,11.7,11.87
ENSMLUG00000015119,71.68,32.8,101.48,90.15,76.14,45.78,50.3,43.25
ENSMLUG00000010973,38.57,0,49,0,39.22,21.08,27.08,0
ENSMLUG00000006931,7.43,0,30.08,28.58,23.53,17.59,0,0
ENSMLUG00000023914,44.52,43.52,52.51,37.47,61.27,16.58,21.12,15.3
ENSMLUG00000008694,162.5,69.65,29.03,14.6,56.93,51.44,48.77,41.35
ENSMLUG00000010219,0.49,0,0,0,0,0,0,0
ENSMLUG00000015559,96.28,58.57,65.34,51.8,48.08,26.83,34.57,62.12
ENSMLUG00000017074,0,0,0,0,0,0,0,2.87
ENSMLUG00000000147,0,0,0,0,0,12.98,0,0
ENSMLUG00000006279,13.03,27.32,74.88,22.36,35.41,27.64,50.06,36.35
ENSMLUG00000003881,0,0,0,0,11.84,13.55,0,14.42
ENSMLUG00000016695,2.68,4.15,1.86,0,0,3.87,0,2.7
ENSMLUG00000002802,20.09,39.98,14.58,18.69,29.66,29.6,9.56,9.2
ENSMLUG00000008067,20.34,0,10.16,4.29,12.93,0,0,0
ENSMLUG00000003324,34.84,10.36,13.93,23,47.66,44.91,40.88,36.03
ENSMLUG00000017362,52.69,35.74,20.71,19.54,117.14,78.68,70.6,64.24
ENSMLUG00000001975,174.52,178.35,95.61,58.37,124.12,65.41,182.79,90.59
ENSMLUG00000007204,0,0,11.31,8.24,0,0,0,4.39
ENSMLUG00000016159,22.64,19.7,14,7.9,52.57,37.43,23.37,9.25
ENSMLUG00000001706,21.3,27.4,17.44,14.15,79.56,73.29,26.06,23.71
ENSMLUG00000005481,0,0,0,2.36,48.9,0,8.41,5.77
ENSMLUG00000004409,24.27,0,15.83,10.57,0,45.07,20.3,31.08
ENSMLUG00000014280,26.38,9.07,19.21,15.47,17.19,26.24,24.4,14.97
ENSMLUG00000002140,83.05,78.02,81.98,81.88,88.24,63.86,77.27,58.72
ENSMLUG00000016123,5.63,5.44,5.9,4.82,17.39,0,0,4.97
ENSMLUG00000005462,0,0,6.65,3.69,8.29,0,0,30.08
ENSMLUG00000022251,46.4,16.53,22.12,28.22,70.91,433.6,93.34,49.75
